id,username,acct,instance,status_id,server
109377915467481445,gnitro,gnitro@urusai.social,mastodon.social,115321956488818535,urusai.social
114441499117539387,KmacNessa,KmacNessa,mastodon.social,115319566047487940,mastodon.social
108199374483370995,mem_somerville,mem_somerville,mastodon.social,115321793891690769,mastodon.social
109307657381326865,designerbradley,designerbradley@mastodon.gamedev.place,mastodon.social,115321788957019039,mastodon.gamedev.place
112257917774080377,FoodDrinkLife,FoodDrinkLife@flipboard.com,mastodon.social,115321786000079446,flipboard.com
109284241722618066,N4JAW,N4JAW@mastodon.radio,mastodon.social,115321936606957795,mastodon.radio
113358705048780324,ConversationCA,ConversationCA@flipboard.com,mastodon.social,115322049148777260,flipboard.com
109286868783516669,MonotoneofBill,MonotoneofBill@mastodon.world,mastodon.social,115321131624279236,mastodon.world
109581002555840236,otaviocc,otaviocc@social.lol,mastodon.social,115321780927031236,social.lol
110876541501642005,MugsysRapSheet,MugsysRapSheet,mastodon.social,115321932667672768,mastodon.social
110852889781899076,nuruuri,nuruuri,mastodon.social,115320606140394333,mastodon.social
114017831700466107,georgemonbiot.bsky.social,georgemonbiot.bsky.social@bsky.brid.gy,mastodon.social,115320564279845888,bsky.brid.gy
111329749055972313,Kitty,Kitty@mastoart.social,mastodon.social,115320326512541433,mastoart.social
109403654645990760,theautisticcoach,theautisticcoach@neurodifferent.me,mastodon.social,115320790478608076,neurodifferent.me
108197570350281144,Julian,Julian@social.targaryen.house,mastodon.social,115321913992815243,social.targaryen.house
110559406154776450,JenniferWhiteTMPhotography,JenniferWhiteTMPhotography,mastodon.social,115321913365153161,mastodon.social
108199845408361247,revengeday,revengeday@corteximplant.com,mastodon.social,115321761144165071,corteximplant.com
1138175,Catawu,Catawu,mastodon.social,115320632192803451,mastodon.social
109343941796596351,almad,almad@fosstodon.org,mastodon.social,115321904940601145,fosstodon.org
109406162968664828,kevinctofel,kevinctofel@hachyderm.io,mastodon.social,115321352761277345,hachyderm.io
112576318993963246,josie.zone,josie.zone@bsky.brid.gy,mastodon.social,115321629994915151,bsky.brid.gy
109843466423596853,SmithsonianRoulette,SmithsonianRoulette@zirk.us,mastodon.social,115321748194217709,zirk.us
109406094581658856,theferret,theferret@mastodon.scot,mastodon.social,115321209577035518,mastodon.scot
645891,diffractie,diffractie@glitterkitten.co.uk,mastodon.social,115321150281595212,glitterkitten.co.uk
110684667476761167,katlyn,katlyn@is-hardly.online,mastodon.social,115321745501348004,is-hardly.online
109287789685242396,timrichards,timrichards@aus.social,mastodon.social,115320523940184380,aus.social
108193879574250885,veronica,veronica@mastodon.online,mastodon.social,115321038784230377,mastodon.online
109293249166301093,peachfront,peachfront@toot.community,mastodon.social,115321614471648166,toot.community
109537254594856796,rpmik,rpmik@avgeek.social,mastodon.social,115321613431845895,avgeek.social
1300150,jakelazaroff,jakelazaroff,mastodon.social,115321887318884153,mastodon.social
113582739621156126,sumerian,sumerian@archaeo.social,mastodon.social,115321085070922462,archaeo.social
110560273065633215,Gammitin,Gammitin,mastodon.social,115321195702535068,mastodon.social
114023013588146323,OLenaArt,OLenaArt,mastodon.social,115321411447381053,mastodon.social
114768120231836711,crminca,crminca,mastodon.social,115321598773396227,mastodon.social
109293964223573559,JeniParsons,JeniParsons@mstdn.social,mastodon.social,115321321114483747,mstdn.social
115276880786135548,mathietremas,mathietremas,mastodon.social,115321589704860574,mastodon.social
109330555202237196,bread80,bread80@mstdn.social,mastodon.social,115321586513406964,mstdn.social
109540199564588890,dilmandila,dilmandila@mograph.social,mastodon.social,115321237661238016,mograph.social
109528000485556710,Techaltar,Techaltar@mas.to,mastodon.social,115321307418653626,mas.to
109406436857815568,lacochran,lacochran@universeodon.com,mastodon.social,115321304169460530,universeodon.com
115317324583705734,pauseandpivot,pauseandpivot,mastodon.social,115320578739877513,mastodon.social
109295068097986170,samlitzinger,samlitzinger@journa.host,mastodon.social,115321228944800147,journa.host
109291569329509466,rabbit_fighter,rabbit_fighter@mastodon.world,mastodon.social,115321379703565767,mastodon.world
109364871111262209,yvanspijk,yvanspijk@toot.community,mastodon.social,115321377161412485,toot.community
107502967681532643,carstenfranke,carstenfranke,mastodon.social,115321695761851766,mastodon.social
112854487430887103,keithwilson.eu,keithwilson.eu@bsky.brid.gy,mastodon.social,115321467231570327,bsky.brid.gy
107915528450746674,oligneisti,oligneisti@social.linux.pizza,mastodon.social,115321845363564694,social.linux.pizza
111777376172743828,linuzifer,linuzifer@23.social,mastodon.social,115322615037023903,23.social
109456169917870166,masek,masek@infosec.exchange,mastodon.social,115322410847737026,infosec.exchange
109307822659994279,Jeanneadebats,Jeanneadebats@eldritch.cafe,mastodon.social,115322707554957069,eldritch.cafe
95400,ennopark,ennopark,mastodon.social,115322680816301512,mastodon.social
331706,kuketzblog,kuketzblog@social.tchncs.de,mastodon.social,115322667357402957,social.tchncs.de
109251686313383290,chrisstoecker,chrisstoecker,mastodon.social,115322316002955710,mastodon.social
108197453610416765,ralphruthe,ralphruthe@troet.cafe,mastodon.social,115322561003444255,troet.cafe
1386221,imke,imke@freiburg.social,mastodon.social,115322683341767783,freiburg.social
108227009952951715,DieFurie,DieFurie,mastodon.social,115322753264107197,mastodon.social
109261808398154703,VQuaschning,VQuaschning@mastodon.green,mastodon.social,115322609500580644,mastodon.green
369027,CCC,CCC@social.bau-ha.us,mastodon.social,115321661359063673,social.bau-ha.us
110792796943567441,praesolgka,praesolgka@bawü.social,mastodon.social,115322975833487534,bawü.social
110360558970114018,LaurentChemla,LaurentChemla@piaille.fr,mastodon.social,115322894818958272,piaille.fr
109377378497123851,lecoindeslgbt,lecoindeslgbt@piaille.fr,mastodon.social,115323049384588397,piaille.fr
109239510282189351,jensclasen,jensclasen,mastodon.social,115321615248415839,mastodon.social
1413889,SheDrivesMobility,SheDrivesMobility@norden.social,mastodon.social,115322877002572086,norden.social
109244847047894222,derpostillon,derpostillon,mastodon.social,115322390540668734,mastodon.social
929069,BahnAnsagen,BahnAnsagen@social.tchncs.de,mastodon.social,115322940418023424,social.tchncs.de
109257274695996032,dickenhobelix,dickenhobelix@chaos.social,mastodon.social,115322931812930004,chaos.social
324228,Piratenpartij,Piratenpartij,mastodon.social,115322276732364376,mastodon.social
109293406193544558,marinetondelier,marinetondelier@piaille.fr,mastodon.social,115323005189173437,piaille.fr
419973,holgi,holgi@chaos.social,mastodon.social,115322234990878424,chaos.social
109365367584830882,malauss,malauss@piaille.fr,mastodon.social,115322884274921992,piaille.fr
109377049492472558,anae,anae@mstdn.mx,mastodon.social,115322691730329894,mstdn.mx
106685154029428214,kplx,kplx,mastodon.social,115320820201827653,mastodon.social
110337597422756990,NDR,NDR@ard.social,mastodon.social,115322270820412763,ard.social
111686717348181470,pneutig,pneutig@eupolicy.social,mastodon.social,115322518468913469,eupolicy.social
1273283,fff,fff@chaos.social,mastodon.social,115322749798345583,chaos.social
114223493523010593,Ukrainian_Art,Ukrainian_Art,mastodon.social,115322453699945132,mastodon.social
111012320492453668,Lio57,Lio57,mastodon.social,115322939398651417,mastodon.social
108194533502614478,paul_denton,paul_denton,mastodon.social,115323081066892044,mastodon.social
423462,rstockm,rstockm@chaos.social,mastodon.social,115322703572834249,chaos.social
108197206903840287,tazgetroete,tazgetroete,mastodon.social,115322699247914938,mastodon.social
109290694857962752,Evo2Me,Evo2Me@toot.community,mastodon.social,115322184770394884,toot.community
101487,borisschapira,borisschapira@framapiaf.org,mastodon.social,115323022746295186,framapiaf.org
9289,touaregtweet,touaregtweet,mastodon.social,115322304599530671,mastodon.social
1084403,StephanMatthiesen,StephanMatthiesen@troet.cafe,mastodon.social,115322460430636623,troet.cafe
109424047682607008,anneroth,anneroth@systemli.social,mastodon.social,115320988720859271,systemli.social
114212641187398350,Shine_McShine,Shine_McShine@neopaquita.es,mastodon.social,115322203044966920,neopaquita.es
109247812374896383,meta_bene,meta_bene@troet.cafe,mastodon.social,115322524564064013,troet.cafe
114406626295621206,ninapija.com,ninapija.com@bsky.brid.gy,mastodon.social,115322524832112187,bsky.brid.gy
59949,John_Livingston,John_Livingston@mamot.fr,mastodon.social,115322873101507863,mamot.fr
31080,STPo,STPo,mastodon.social,115323084241874672,mastodon.social
385638,electrodnd21,electrodnd21@todon.nl,mastodon.social,115322479489998945,todon.nl
109253414302930446,StellaQuasten,StellaQuasten@mastodon.nl,mastodon.social,115322003632232660,mastodon.nl
109252934292763777,plsik,plsik,mastodon.social,115322696744210245,mastodon.social
109245829785732689,weddige,weddige@gruene.social,mastodon.social,115321819112169414,gruene.social
115022505944789555,1kmadleenfr,1kmadleenfr,mastodon.social,115322939447257271,mastodon.social
69857,Attac,Attac@mamot.fr,mastodon.social,115321793201790918,mamot.fr
111306111358247151,MaximeCombes,MaximeCombes@piaille.fr,mastodon.social,115322982572317630,piaille.fr
111181632951393124,mediapart,mediapart@mediapart.social,mastodon.social,115322353263849367,mediapart.social
107192436366872054,HonkHase,HonkHase@chaos.social,mastodon.social,115322320694260488,chaos.social
108204084187814037,asphaltflausch,asphaltflausch@norden.social,mastodon.social,115322224582327933,norden.social
1019529,rexsin,rexsin,mastodon.social,115322687564100716,mastodon.social
852426,dewittehaas,dewittehaas,mastodon.social,115322756662844179,mastodon.social
