id,username,acct,instance,status_id,server
109314764177719653,jkasek,jkasek@troet.cafe,mastodon.social,115314700924207370,troet.cafe
111662147957236403,solunebrume,solunebrume,mastodon.social,115314929054917655,mastodon.social
108276851915292569,spacelion,spacelion@allships.run,mastodon.social,115314450949683073,allships.run
108165314840001943,MargaXeyat,MargaXeyat,mastodon.social,115314319169958042,mastodon.social
109404711291168364,GB0FakeWat,GB0FakeWat@mastodon-japan.net,mastodon.social,115314914133579829,mastodon-japan.net
108210246283506350,f1fth,f1fth@chaos.social,mastodon.social,115314675089046176,chaos.social
112473505539705433,Silverkey027,Silverkey027,mastodon.social,115314900862815014,mastodon.social
108194039779052581,wurzelmann,wurzelmann@mastodon.wurzelmann.at,mastodon.social,115314899642088556,mastodon.wurzelmann.at
110854634864521920,RWSverkeersinfo,RWSverkeersinfo@social.overheid.nl,mastodon.social,115314895924319460,social.overheid.nl
109410110076013302,parasetamoli,parasetamoli@mastodontti.fi,mastodon.social,115314765804121135,mastodontti.fi
109363815071211658,akamujina,akamujina@fedibird.com,mastodon.social,115314882150655260,fedibird.com
109417481534304007,BlumeEvolution,BlumeEvolution@sueden.social,mastodon.social,115314880673071291,sueden.social
1197713,bufetalmeida,bufetalmeida,mastodon.social,115315029916694473,mastodon.social
109507987036186726,echo_pbreyer,echo_pbreyer@digitalcourage.social,mastodon.social,115312230154252838,digitalcourage.social
109842357102426298,Amkiel,Amkiel@xarxa.cloud,mastodon.social,115314278309719327,xarxa.cloud
937468,zemoko,zemoko@mamot.fr,mastodon.social,115315024049819487,mamot.fr
109289873988823616,piiabartos,piiabartos@mastodontti.fi,mastodon.social,115314271793491408,mastodontti.fi
108139984961712618,fusion,fusion,mastodon.social,115314027195859511,mastodon.social
110624050150815949,kokubunji,kokubunji@metalhead.club,mastodon.social,115314856961583417,metalhead.club
108202562861369836,mardor,mardor@ruhr.social,mastodon.social,115314728486308518,ruhr.social
108301666246454356,Ljhdhduuuuu,Ljhdhduuuuu@wxw.moe,mastodon.social,115314728102626042,wxw.moe
108199656945340716,alex_,alex_@norden.social,mastodon.social,115314377919058835,norden.social
1326331,ecotejados,ecotejados@xarxamontgri.masto.host,mastodon.social,115314849772383412,xarxamontgri.masto.host
112500900692026614,peterbreuer.bsky.social,peterbreuer.bsky.social@bsky.brid.gy,mastodon.social,115314996143431733,bsky.brid.gy
114431696861234901,2PferdeSkinner,2PferdeSkinner,mastodon.social,115314189723458889,mastodon.social
108207614437993503,Tami,Tami@troet.cafe,mastodon.social,115314715229674159,troet.cafe
113153787902678713,kaibojens,kaibojens@gruene.social,mastodon.social,115314840636416973,gruene.social
115088343961753234,10septembrelyon,10septembrelyon,mastodon.social,115314607952412009,mastodon.social
113157026806156681,zitro,zitro@mastodont.cat,mastodon.social,115314432704585711,mastodont.cat
114955555923313538,jens_spahn,jens_spahn@troet.cafe,mastodon.social,115314832538264848,troet.cafe
109318612129288588,HannaEsmeralda_,HannaEsmeralda_@masto.ai,mastodon.social,115314693464083107,masto.ai
113879349592898108,moon,moon@norden.social,mastodon.social,115314966902766207,norden.social
1296149,axolotl,axolotl@kolektiva.social,mastodon.social,115314585671136684,kolektiva.social
115006239494367911,monachollet.bsky.social,monachollet.bsky.social@bsky.brid.gy,mastodon.social,115314963078661826,bsky.brid.gy
