id,username,acct,instance,status_id,server
69862,eelv,eelv@mamot.fr,mastodon.social,115326840938493141,mamot.fr
108225787327699547,marquito,marquito,mastodon.social,115327801948820329,mastodon.social
108197206903840287,tazgetroete,tazgetroete,mastodon.social,115326320714258087,mastodon.social
109365151295579371,grimm,grimm@norden.social,mastodon.social,115327598377249715,norden.social
858602,Reporterre,Reporterre,mastodon.social,115326561137449082,mastodon.social
109444063753855477,LDH_Fr,LDH_Fr@piaille.fr,mastodon.social,115327580553826481,piaille.fr
1056650,javierfpanadero,javierfpanadero,mastodon.social,115327774926167226,mastodon.social
107597805536855223,zvrt,zvrt,mastodon.social,115326706090832617,mastodon.social
114660908836359343,adfichter,adfichter@infosec.exchange,mastodon.social,115327698079216218,infosec.exchange
109664373894464867,misprintedtype,misprintedtype@front-end.social,mastodon.social,115327698102845140,front-end.social
114034910848446876,Seeker,Seeker@tirnanog.todon.de,mastodon.social,115327687503339780,tirnanog.todon.de
60349,Khrys,Khrys@mamot.fr,mastodon.social,115327007170855282,mamot.fr
113786820057286649,vamonosjuntas,vamonosjuntas@masto.es,mastodon.social,115327835339801922,masto.es
109556735083114491,tluhh,tluhh@norden.social,mastodon.social,115327752690222818,norden.social
110413885276344332,Sebastian,Sebastian@pertsch.social,mastodon.social,115327615151923310,pertsch.social
110328605037462261,tagesschau,tagesschau@ard.social,mastodon.social,115327827201530993,ard.social
109248503863717802,radkolumne,radkolumne,mastodon.social,115327913552960074,mastodon.social
643020,digiges,digiges@chaos.social,mastodon.social,115326557375512585,chaos.social
156685,netzpolitik_feed,netzpolitik_feed@chaos.social,mastodon.social,115325426050909740,chaos.social
110775794077114047,ishouldgo,ishouldgo@eldritch.cafe,mastodon.social,115326226336407622,eldritch.cafe
109478331729590546,gisti,gisti@piaille.fr,mastodon.social,115327808578207427,piaille.fr
516866,avatter,avatter,mastodon.social,115327726235916471,mastodon.social
109250487632506898,doronhirsch,doronhirsch@mstdn.social,mastodon.social,115327056081848225,mstdn.social
109525359219819296,LisaWesterveld,LisaWesterveld,mastodon.social,115327995799352856,mastodon.social
109721390932598723,heiseonline,heiseonline@social.heise.de,mastodon.social,115327992753382856,social.heise.de
113254243351031104,mats-box.com,mats-box.com@bsky.brid.gy,mastodon.social,115327404652167867,bsky.brid.gy
108220910968072684,journopiet,journopiet@dju.social,mastodon.social,115327269185502525,dju.social
109274755132742263,adriano,adriano@lile.cl,mastodon.social,115327060415184840,lile.cl
109882082423874476,piraten,piraten@nrw.social,mastodon.social,115327868495702305,nrw.social
42551,lemonde,lemonde,mastodon.social,115327964849758345,mastodon.social
109505471634484330,queerde,queerde,mastodon.social,115327764330664743,mastodon.social
110276708982943763,ews,ews@energiewende.social,mastodon.social,115327611193996871,energiewende.social
33595,Mgzallp,Mgzallp,mastodon.social,115327103894219713,mastodon.social
228263,grillaum,grillaum,mastodon.social,115326809268675705,mastodon.social
109244550104100163,wetterprognose,wetterprognose,mastodon.social,115327836587649410,mastodon.social
110264907728932033,hgdrn,hgdrn@nrw.social,mastodon.social,115327272049863162,nrw.social
109304473398080879,coolinthegame,coolinthegame@social.anoxinon.de,mastodon.social,115327929694629021,social.anoxinon.de
1375764,blast_info,blast_info@mamot.fr,mastodon.social,115327579252048072,mamot.fr
108194039779052581,wurzelmann,wurzelmann@mastodon.wurzelmann.at,mastodon.social,115327923311705199,mastodon.wurzelmann.at
108197472119735524,juanalixtrueba,juanalixtrueba,mastodon.social,115327646479954178,mastodon.social
73864,Arsene,Arsene@mamot.fr,mastodon.social,115327645406477276,mamot.fr
109245132004199367,artomelaranta,artomelaranta,mastodon.social,115327441895794054,mastodon.social
106301702985205793,DS_Stiftung,DS_Stiftung@social.bund.de,mastodon.social,115327562508924805,social.bund.de
109377049492472558,anae,anae@mstdn.mx,mastodon.social,115327719617095538,mstdn.mx
115224662921154139,nourgaza,nourgaza,mastodon.social,115327019729399597,mastodon.social
109378797011414995,sayuri_t_h,sayuri_t_h@songbird.cloud,mastodon.social,115327117037288063,songbird.cloud
109298211502988667,petaramesh,petaramesh@piaille.fr,mastodon.social,115327547346253837,piaille.fr
111223996029494503,pride,pride@greifswald.lgbt,mastodon.social,115327892823379232,greifswald.lgbt
