id,username,acct,instance,status_id,server
109358330407453115,AlanSmithee,AlanSmithee@troet.cafe,mastodon.social,115314020961372366,troet.cafe
113361552927896370,RNDAudience,RNDAudience@flipboard.com,mastodon.social,115313966608421813,flipboard.com
114499375731030152,AnonymusIncognitus,AnonymusIncognitus,mastodon.social,115314166295621498,mastodon.social
110582241426056747,dissolveinlove,dissolveinlove@wxw.moe,mastodon.social,115314160908606634,wxw.moe
109303891129200581,sahinmari,sahinmari@nrw.social,mastodon.social,115314003048214959,nrw.social
111433633231215106,salvatorelasorella,salvatorelasorella@mastodon.uno,mastodon.social,115314151247762526,mastodon.uno
108198295148201643,ford____prefect,ford____prefect,mastodon.social,115314146028309458,mastodon.social
111051823380871949,romantic_hatoba,romantic_hatoba@fedibird.com,mastodon.social,115314139725512356,fedibird.com
109284831679285382,nrc_nl,nrc_nl@mastodon.nl,mastodon.social,115314131938416526,mastodon.nl
113847532031030809,lord_of_terrils,lord_of_terrils,mastodon.social,115314131325580125,mastodon.social
108271079312814712,Recherchebuero_Schaumburg,Recherchebuero_Schaumburg,mastodon.social,115314100958660339,mastodon.social
113361552927896348,euronewsde,euronewsde@flipboard.com,mastodon.social,115314083110781575,flipboard.com
115022505944789555,1kmadleenfr,1kmadleenfr,mastodon.social,115312772051161689,mastodon.social
113870671013440816,marticres,marticres,mastodon.social,115313914946294628,mastodon.social
112128686628470094,ZEITONLINE,ZEITONLINE@flipboard.com,mastodon.social,115313950800006029,flipboard.com
109258638506718899,frans,frans@mstdn.social,mastodon.social,115312067973756721,mstdn.social
109296456813635099,CleefHanger,CleefHanger@mastodon.art,mastodon.social,115313853963074040,mastodon.art
114728272619676291,lunayayaya,lunayayaya,mastodon.social,115313612092278950,mastodon.social
106266111801749596,CarmePont,CarmePont@mastodont.cat,mastodon.social,115313991131491746,mastodont.cat
109424047682607008,anneroth,anneroth@systemli.social,mastodon.social,115312056378391169,systemli.social
33591,GeoffreyDorne,GeoffreyDorne,mastodon.social,115313694702902148,mastodon.social
108911266040095893,alien,alien@mastodon.green,mastodon.social,115311981602931385,mastodon.green
113170726693488272,_tissa_,_tissa_@conversafiada.net,mastodon.social,115312689103288829,conversafiada.net
109296345682494951,CarveHerName,CarveHerName@mstdn.social,mastodon.social,115315143909499887,mstdn.social
517434,film_girl,film_girl,mastodon.social,115313176565921574,mastodon.social
7393,bastianallgeier,bastianallgeier,mastodon.social,115315153621497900,mastodon.social
114978132454539579,chatcontrol,chatcontrol,mastodon.social,115314954743042414,mastodon.social
110411382172364049,mythologyandhistory,mythologyandhistory@mas.to,mastodon.social,115314036184415711,mas.to
109334374718728328,broadwaybabyto,broadwaybabyto@zeroes.ca,mastodon.social,115313737847438151,zeroes.ca
64642,baldur,baldur@toot.cafe,mastodon.social,115315160525761161,toot.cafe
113302942420792050,punkonbuslives,punkonbuslives@trekkies.social,mastodon.social,115315118335895863,trekkies.social
38531,csilverman,csilverman,mastodon.social,115314956760505438,mastodon.social
11307,mcc,mcc,mastodon.social,115313209989016208,mastodon.social
112236998866659006,strangequark,strangequark@dice.camp,mastodon.social,115314791283716368,dice.camp
109287030424334948,0xabad1dea,0xabad1dea@infosec.exchange,mastodon.social,115314492155943124,infosec.exchange
114014569277453423,mydaemonisabadger,mydaemonisabadger,mastodon.social,115314159676654760,mastodon.social
109401351671919029,AlliFlowers,AlliFlowers@talkedabout.social,mastodon.social,115313281475585454,talkedabout.social
114017831700466107,georgemonbiot.bsky.social,georgemonbiot.bsky.social@bsky.brid.gy,mastodon.social,115314468360292193,bsky.brid.gy
109445348785139604,jesper_linnet,jesper_linnet@hachyderm.io,mastodon.social,115314917952008410,hachyderm.io
425618,donni,donni,mastodon.social,115313663658472803,mastodon.social
109303084454029288,ryanc,ryanc@infosec.exchange,mastodon.social,115314420241078665,infosec.exchange
109288160694597549,edgesoft,edgesoft@troet.cafe,mastodon.social,115315006757856748,troet.cafe
111869331651988168,david_chisnall,david_chisnall@infosec.exchange,mastodon.social,115315010780431296,infosec.exchange
109715659560691596,isotopp,isotopp@infosec.exchange,mastodon.social,115314702408963493,infosec.exchange
109258754451069494,vicgrinberg,vicgrinberg,mastodon.social,115315036786355614,mastodon.social
109248945403729531,DrALJONES,DrALJONES,mastodon.social,115315198509425128,mastodon.social
43341,cmconseils,cmconseils,mastodon.social,115315141715208889,mastodon.social
110441535131897219,gutenberg_org,gutenberg_org,mastodon.social,115314942321954716,mastodon.social
114562601491399951,Annacats,Annacats,mastodon.social,115314443267906093,mastodon.social
109364155559082662,ChrisMayLA6,ChrisMayLA6@zirk.us,mastodon.social,115314957310600677,zirk.us
109769076265344791,Daojoan,Daojoan,mastodon.social,115313789655412814,mastodon.social
1198201,publicvoit,publicvoit@graz.social,mastodon.social,115314681376020641,graz.social
368853,thelinuxEXP,thelinuxEXP,mastodon.social,115315087937663192,mastodon.social
109363522574341875,auschwitzmuseum,auschwitzmuseum@mastodon.world,mastodon.social,115314839749093099,mastodon.world
113894691018209397,NellytheWillow,NellytheWillow,mastodon.social,115315110278382645,mastodon.social
776452,libreoffice,libreoffice@fosstodon.org,mastodon.social,115314787955671859,fosstodon.org
207529,Tutanota,Tutanota,mastodon.social,115314840457853697,mastodon.social
113572053386212426,adhd_coffee,adhd_coffee,mastodon.social,115314960926144788,mastodon.social
113695878928179087,elena,elena@aseachange.com,mastodon.social,115314665608915449,aseachange.com
114728037187681993,notsomildlyneurotic,notsomildlyneurotic,mastodon.social,115314820619122876,mastodon.social
109295809348219596,charlotteclymer,charlotteclymer,mastodon.social,115313105433207873,mastodon.social
109370990754116571,brucelawson,brucelawson@vivaldi.net,mastodon.social,115315064671194969,vivaldi.net
38659,nixCraft,nixCraft,mastodon.social,115315180613863963,mastodon.social
108192922247613323,Richard_Littler,Richard_Littler,mastodon.social,115314977147287844,mastodon.social
109289656284922423,mattblaze,mattblaze@federate.social,mastodon.social,115314458117316491,federate.social
113196644756105253,FChagnard,FChagnard,mastodon.social,115314379444477672,mastodon.social
113843457343282111,evansky_arts,evansky_arts,mastodon.social,115314695136542521,mastodon.social
109246333737365889,austinkocher,austinkocher,mastodon.social,115313713814766034,mastodon.social
108316688686592042,algorithmwatch,algorithmwatch@chaos.social,mastodon.social,115314512977040570,chaos.social
1372518,workingclasshistory,workingclasshistory,mastodon.social,115314469256530412,mastodon.social
