id,username,acct,instance,status_id,server
713269,hommecarton,hommecarton@mamot.fr,mastodon.social,115326548735084640,mamot.fr
108281629314709765,exil_inselette,exil_inselette@norden.social,mastodon.social,115326075051345338,norden.social
108267583283614267,frlan,frlan@social.milchreislieferei.de,mastodon.social,115326546006638107,social.milchreislieferei.de
106266111801749596,CarmePont,CarmePont@mastodont.cat,mastodon.social,115326267336791272,mastodont.cat
109325235910082169,WinFuture,WinFuture,mastodon.social,115326266607241636,mastodon.social
112861,k_taka,k_taka@mstdn.jp,mastodon.social,115326534335207133,mstdn.jp
109310827860930720,Karramarro,Karramarro@mas.to,mastodon.social,115326531624871104,mas.to
918618,quinta,quinta@mastodon.uno,mastodon.social,115326379031946718,mastodon.uno
115273063641056314,alt31.bsky.social,alt31.bsky.social@bsky.brid.gy,mastodon.social,115326529541239375,bsky.brid.gy
461986,salocin,salocin@norden.social,mastodon.social,115326377037572206,norden.social
109556280909083887,globalmagazin,globalmagazin@climatejustice.global,mastodon.social,115326525071340392,climatejustice.global
275449,Medor_mag,Medor_mag,mastodon.social,115326244297979520,mastodon.social
109246794984203739,riffreporter,riffreporter,mastodon.social,115325458761780612,mastodon.social
107595484145140062,piratepost,piratepost@poliverso.org,mastodon.social,115326517550314980,poliverso.org
110491273964138363,macking,macking@anonsys.net,mastodon.social,115326517051349787,anonsys.net
109247079360482878,Sagittarius_Galaxie,Sagittarius_Galaxie,mastodon.social,115325616182684174,mastodon.social
109241790810498674,MarieTrautner,MarieTrautner@mastodon.art,mastodon.social,115326239029744598,mastodon.art
114868666481038417,finanzwende.de,finanzwende.de@bsky.brid.gy,mastodon.social,115326516866477353,bsky.brid.gy
1135589,bobardkor,bobardkor@mamot.fr,mastodon.social,115326355295760735,mamot.fr
1137475,funkvolk,funkvolk,mastodon.social,115326227460806503,mastodon.social
114873288272813895,kreativgegenrechts,kreativgegenrechts,mastodon.social,115326502115673324,mastodon.social
109375964641001917,HeidrunMueller,HeidrunMueller@troet.cafe,mastodon.social,115326345723740583,troet.cafe
108197788591918755,Fensterbanknoergler,Fensterbanknoergler,mastodon.social,115326344531134676,mastodon.social
