id,username,acct,instance,status_id,server
109749937688438929,ct_Magazin,ct_Magazin@social.heise.de,mastodon.social,115310844497030857,social.heise.de
108194533502614478,paul_denton,paul_denton,mastodon.social,115310029729498628,mastodon.social
109257239992250931,suessbisscharf,suessbisscharf,mastodon.social,115310634746082544,mastodon.social
106685154029428214,kplx,kplx,mastodon.social,115308874986899628,mastodon.social
108228434827476984,wahoonie,wahoonie,mastodon.social,115308574751848294,mastodon.social
489079,skeptator,skeptator,mastodon.social,115309860593136366,mastodon.social
565921,fragdenstaat,fragdenstaat@chaos.social,mastodon.social,115310331416497089,chaos.social
109352902814296494,AndreasEsch,AndreasEsch@norden.social,mastodon.social,115310569687299511,norden.social
50850,phillip,phillip@social.tchncs.de,mastodon.social,115311112271995302,social.tchncs.de
111753448116003018,diyin,diyin,mastodon.social,115310717751522327,mastodon.social
1413889,SheDrivesMobility,SheDrivesMobility@norden.social,mastodon.social,115310968456206166,norden.social
113800042621616844,AnNe71,AnNe71,mastodon.social,115311087646071460,mastodon.social
108132627688998588,novemberregen,novemberregen,mastodon.social,115310380702596510,mastodon.social
109456953278002841,matthieu,matthieu@weber.fi.eu.org,mastodon.social,115310016818571822,weber.fi.eu.org
109291454906116030,Daniii,Daniii@h4.io,mastodon.social,115309966987722178,h4.io
108135384061924838,Alemanita,Alemanita,mastodon.social,115310922255577589,mastodon.social
110328605037462261,tagesschau,tagesschau@ard.social,mastodon.social,115310745837925405,ard.social
114863107318246227,Seymour_Wit,Seymour_Wit,mastodon.social,115309885868712595,mastodon.social
113776834585691856,sylvanasimons.bsky.social,sylvanasimons.bsky.social@bsky.brid.gy,mastodon.social,115310404149983399,bsky.brid.gy
108136859326220937,kaltmamsell,kaltmamsell@fnordon.de,mastodon.social,115311036638770886,fnordon.de
108221293645539654,astridpoot,astridpoot,mastodon.social,115311032569864106,mastodon.social
112423803839169130,manhack,manhack@infosec.exchange,mastodon.social,115310116005002157,infosec.exchange
501862,c0c0bird,c0c0bird@chaos.social,mastodon.social,115309712127285368,chaos.social
113872833600140433,anandinhainha,anandinhainha,mastodon.social,115310816251697465,mastodon.social
109882082423874476,piraten,piraten@nrw.social,mastodon.social,115310620181389520,nrw.social
108136659327594567,DonVanWin,DonVanWin,mastodon.social,115308483263110752,mastodon.social
109956191030140738,lauralunalu,lauralunalu@mastodon.denibol.com,mastodon.social,115310865967559155,mastodon.denibol.com
521912,oleschri,oleschri@chaos.social,mastodon.social,115311046936777026,chaos.social
105996,sebsauvage,sebsauvage@framapiaf.org,mastodon.social,115309830696551120,framapiaf.org
1019529,rexsin,rexsin,mastodon.social,115310602819556148,mastodon.social
109457154501256491,Elch,Elch@norden.social,mastodon.social,115309410461632240,norden.social
108950626336567355,fanta,fanta@mastodon.green,mastodon.social,115310280973749128,mastodon.green
109772629346974313,apzpins,apzpins@mstdn.games,mastodon.social,115310721206840211,mstdn.games
109273253666009715,marion4life,marion4life@mastodon.art,mastodon.social,115310995051250954,mastodon.art
705689,Spreepunk,Spreepunk@norden.social,mastodon.social,115310057966288490,norden.social
108192796921306774,mimikama,mimikama,mastodon.social,115309811301296599,mastodon.social
112711339071658763,WhiteJack,WhiteJack,mastodon.social,115310457975769632,mastodon.social
109721390932598723,heiseonline,heiseonline@social.heise.de,mastodon.social,115310965577331866,social.heise.de
111181632951393124,mediapart,mediapart@mediapart.social,mastodon.social,115310371169625273,mediapart.social
582238,carbonacat,carbonacat,mastodon.social,115309710137356798,mastodon.social
113861285861313421,caralpo,caralpo,mastodon.social,115310508577560813,mastodon.social
65919,burgervege,burgervege@mamot.fr,mastodon.social,115310602097201214,mamot.fr
1332267,rapportsdeforce,rapportsdeforce@mamot.fr,mastodon.social,115310707872664171,mamot.fr
111705561446732403,susannelilith,susannelilith@rheinneckar.social,mastodon.social,115310766887320267,rheinneckar.social
108211698716661654,Ransil,Ransil@todon.eu,mastodon.social,115310833241998626,todon.eu
115128525131115700,guiscardo,guiscardo,mastodon.social,115310830174262542,mastodon.social
110690345106028237,ota_pixelart,ota_pixelart@mastodon.art,mastodon.social,115310685259005709,mastodon.art
108265861717733856,alineonline,alineonline,mastodon.social,115310211111253332,mastodon.social
113889580148902983,bouletcorp2,bouletcorp2,mastodon.social,115308882620609188,mastodon.social
109248503863717802,radkolumne,radkolumne,mastodon.social,115310333519707689,mastodon.social
109293183958864298,Pr_Logos,Pr_Logos@piaille.fr,mastodon.social,115310875608312904,piaille.fr
109444063753855477,LDH_Fr,LDH_Fr@piaille.fr,mastodon.social,115311066076772184,piaille.fr
33215,joxean,joxean,mastodon.social,115310949019921801,mastodon.social
113529253421442952,tirasdenaranja,tirasdenaranja@masto.es,mastodon.social,115310857096791338,masto.es
115152620083934234,globalsumudflotilla,globalsumudflotilla@mastodon.bida.im,mastodon.social,115309390359645677,mastodon.bida.im
862368,padeluun,padeluun@digitalcourage.social,mastodon.social,115310475646456781,digitalcourage.social
109245638036788241,masterhajoda,masterhajoda,mastodon.social,115310770458619197,mastodon.social
109337792291669750,danielsnor,danielsnor,mastodon.social,115310844785768758,mastodon.social
235162,saruwine,saruwine,mastodon.social,115309565022011622,mastodon.social
109313239760469148,vcoe_mobilitaet_mit_zukunft,vcoe_mobilitaet_mit_zukunft@wien.rocks,mastodon.social,115310927819067235,wien.rocks
113872269612557896,syystuuli,syystuuli,mastodon.social,115310831718609570,mastodon.social
109324988330001274,tyrexito,tyrexito@mas.to,mastodon.social,115309907915768721,mas.to
551784,CorioPsicologia,CorioPsicologia,mastodon.social,115310550833825618,mastodon.social
115254607337562957,MahmoudGaza,MahmoudGaza@mastodon.scot,mastodon.social,115309946883354758,mastodon.scot
108137986280296831,hatti,hatti@graz.social,mastodon.social,115310666581977505,graz.social
115135468052349917,shathamohammed123,shathamohammed123,mastodon.social,115310304632245689,mastodon.social
1082133,pixelgraphix,pixelgraphix@wandzeitung.xyz,mastodon.social,115310816243998449,wandzeitung.xyz
109252290182253633,Poweruser,Poweruser,mastodon.social,115310343583257317,mastodon.social
113911151503176551,enriquesantiago,enriquesantiago,mastodon.social,115310893983390886,mastodon.social
113493961107795881,drfalken75,drfalken75,mastodon.social,115309705085302735,mastodon.social
109363699091179353,HasnainKazim,HasnainKazim@mastodon.world,mastodon.social,115310799412728261,mastodon.world
114756263650319387,lime,lime@qdon.space,mastodon.social,115310887660043055,qdon.space
1157138,Larchmutz,Larchmutz@mamot.fr,mastodon.social,115310709607552245,mamot.fr
114876711930694339,MT7,MT7,mastodon.social,115310569102039206,mastodon.social
106262156988555345,dachengzi,dachengzi@go5.dev,mastodon.social,115310783377754532,go5.dev
110654253719869466,mitim,mitim,mastodon.social,115309921076899986,mastodon.social
108396686257591115,strahlenschutz,strahlenschutz@social.bund.de,mastodon.social,115310556400287581,social.bund.de
113600297565036455,AboutSignalNL,AboutSignalNL,mastodon.social,115310613758469563,mastodon.social
110366522949494864,why_not,why_not,mastodon.social,115310044361233969,mastodon.social
110643127354417518,tiflonet,tiflonet@masto.es,mastodon.social,115310534388277804,masto.es
114880384945423755,_seapunks,_seapunks,mastodon.social,115309542943882918,mastodon.social
110605876834905120,vega,vega@veganism.social,mastodon.social,115310839419305652,veganism.social
