id,username,acct,instance,toot_id,server
517434,film_girl,film_girl,mastodon.social,115313176565921574,mastodon.social
109334374718728328,broadwaybabyto,broadwaybabyto@zeroes.ca,mastodon.social,115313737847438151,zeroes.ca
110411382172364049,mythologyandhistory,mythologyandhistory@mas.to,mastodon.social,115314036184415711,mas.to
11307,mcc,mcc,mastodon.social,115313209989016208,mastodon.social
114978132454539579,chatcontrol,chatcontrol,mastodon.social,115314954743042414,mastodon.social
109401351671919029,AlliFlowers,AlliFlowers@talkedabout.social,mastodon.social,115313281475585454,talkedabout.social
38531,csilverman,csilverman,mastodon.social,115314956760505438,mastodon.social
109287030424334948,0xabad1dea,0xabad1dea@infosec.exchange,mastodon.social,115314492155943124,infosec.exchange
114014569277453423,mydaemonisabadger,mydaemonisabadger,mastodon.social,115314159676654760,mastodon.social
425618,donni,donni,mastodon.social,115313663658472803,mastodon.social
109303084454029288,ryanc,ryanc@infosec.exchange,mastodon.social,115314420241078665,infosec.exchange
114017831700466107,georgemonbiot.bsky.social,georgemonbiot.bsky.social@bsky.brid.gy,mastodon.social,115314468360292193,bsky.brid.gy
109769076265344791,Daojoan,Daojoan,mastodon.social,115313789655412814,mastodon.social
114562601491399951,Annacats,Annacats,mastodon.social,115314443267906093,mastodon.social
112236998866659006,strangequark,strangequark@dice.camp,mastodon.social,115314791283716368,dice.camp
109445348785139604,jesper_linnet,jesper_linnet@hachyderm.io,mastodon.social,115314917952008410,hachyderm.io
109363522574341875,auschwitzmuseum,auschwitzmuseum@mastodon.world,mastodon.social,115314839749093099,mastodon.world
109715659560691596,isotopp,isotopp@infosec.exchange,mastodon.social,115314702408963493,infosec.exchange
109295809348219596,charlotteclymer,charlotteclymer,mastodon.social,115313105433207873,mastodon.social
776452,libreoffice,libreoffice@fosstodon.org,mastodon.social,115314787955671859,fosstodon.org
113695878928179087,elena,elena@aseachange.com,mastodon.social,115314665608915449,aseachange.com
114728037187681993,notsomildlyneurotic,notsomildlyneurotic,mastodon.social,115314820619122876,mastodon.social
1198201,publicvoit,publicvoit@graz.social,mastodon.social,115314681376020641,graz.social
113196644756105253,FChagnard,FChagnard,mastodon.social,115314379444477672,mastodon.social
110441535131897219,gutenberg_org,gutenberg_org,mastodon.social,115314942321954716,mastodon.social
1372518,workingclasshistory,workingclasshistory,mastodon.social,115314469256530412,mastodon.social
109246333737365889,austinkocher,austinkocher,mastodon.social,115313713814766034,mastodon.social
113409451837762400,apod,apod@reentry.codl.fr,mastodon.social,115313949904941206,reentry.codl.fr
207529,Tutanota,Tutanota,mastodon.social,115314840457853697,mastodon.social
109288160694597549,edgesoft,edgesoft@troet.cafe,mastodon.social,115315006757856748,troet.cafe
113843457343282111,evansky_arts,evansky_arts,mastodon.social,115314695136542521,mastodon.social
109257982635114466,QasimRashid,QasimRashid,mastodon.social,115312332101561393,mastodon.social
109388349730834601,foone,foone@digipres.club,mastodon.social,115313939402466962,digipres.club
109364155559082662,ChrisMayLA6,ChrisMayLA6@zirk.us,mastodon.social,115314636956989647,zirk.us
109263944842989543,jon,jon@gruene.social,mastodon.social,115314392536569068,gruene.social
113572053386212426,adhd_coffee,adhd_coffee,mastodon.social,115314960926144788,mastodon.social
113427937216241635,lucasarts_places,lucasarts_places,mastodon.social,115314517185036033,mastodon.social
1078390,christianschwaegerl,christianschwaegerl,mastodon.social,115314162688539217,mastodon.social
108192922247613323,Richard_Littler,Richard_Littler,mastodon.social,115314977147287844,mastodon.social
