id,username,acct,instance,toot_id,server
109285038776240378,Kalytis,Kalytis@piaille.fr,mastodon.social,115326659573351417,piaille.fr
108763575345916204,idw_online,idw_online@idw-online.social,mastodon.social,115326966121097950,idw-online.social
112721446181989191,nichtvermietbar,nichtvermietbar@troet.cafe,mastodon.social,115327343859062255,troet.cafe
115198353056155223,sandrousseau.bsky.social,sandrousseau.bsky.social@bsky.brid.gy,mastodon.social,115327066879498954,bsky.brid.gy
109338377320573101,pikarl,pikarl@reporter.social,mastodon.social,115327338401216138,reporter.social
419973,holgi,holgi@chaos.social,mastodon.social,115326587121232921,chaos.social
111775135400961163,showland,showland@m.cmx.im,mastodon.social,115326532358931938,m.cmx.im
109248503863717802,radkolumne,radkolumne,mastodon.social,115326308079238997,mastodon.social
1406243,GillesLeCorre2,GillesLeCorre2@toot.aquilenet.fr,mastodon.social,115327177342921687,toot.aquilenet.fr
108193640970605320,Laurielle,Laurielle@mastodon.art,mastodon.social,115325814141953712,mastodon.art
109405209909119759,DLR,DLR@social.bund.de,mastodon.social,115326304540735712,social.bund.de
110696963146288301,AnjaWeinberger,AnjaWeinberger@troet.cafe,mastodon.social,115326855271812228,troet.cafe
109244442715517482,tonline,tonline,mastodon.social,115327321535764587,mastodon.social
479454,wandklex,wandklex@mastodon.art,mastodon.social,115326689179393900,mastodon.art
769031,wonkestehle,wonkestehle@openbiblio.social,mastodon.social,115327036340517747,openbiblio.social
110145088121866732,AlexPed,AlexPed@mastodon.uno,mastodon.social,115326685931776819,mastodon.uno
46385,mtriclot,mtriclot@aleph.land,mastodon.social,115326685619754393,aleph.land
111721207846116284,lilly,lilly@mstd.ink,mastodon.social,115326506685522226,mstd.ink
113867384613214514,mearmmae,mearmmae,mastodon.social,115327031007020297,mastodon.social
114892085296361761,freedomflotillafr.bsky.social,freedomflotillafr.bsky.social@bsky.brid.gy,mastodon.social,115326407768532061,bsky.brid.gy
109279755572553656,skizzenblog,skizzenblog@mastodon.art,mastodon.social,115326210160035726,mastodon.art
109301491249103986,harld,harld@masto.ai,mastodon.social,115327302138050435,masto.ai
109387824031308583,toriyamashu,toriyamashu@fedibird.com,mastodon.social,115326677016904526,fedibird.com
1265280,Deidre,Deidre@diaspodon.fr,mastodon.social,115325469218225264,diaspodon.fr
109319668306264505,liezah,liezah@piaille.fr,mastodon.social,115326743635584198,piaille.fr
948719,newsselection,newsselection,mastodon.social,115326350393678109,mastodon.social
109275606639127736,Kanteldenker,Kanteldenker@mastodon.nl,mastodon.social,115326390076535339,mastodon.nl
109245502011114112,nerdherz,nerdherz,mastodon.social,115326155805511088,mastodon.social
319967,janw,janw@chaos.social,mastodon.social,115326188702589969,chaos.social
372251,gnulinuxvalencia,gnulinuxvalencia@floss.social,mastodon.social,115326295974920932,floss.social
110667417907933388,VladWakinyan,VladWakinyan@mastodon.art,mastodon.social,115327128319871829,mastodon.art
109342026861274168,waag,waag@waag.social,mastodon.social,115326899900394748,waag.social
113980292402373250,ingo,ingo@social.stuetzle.cc,mastodon.social,115327276689404870,social.stuetzle.cc
109308411577999357,kenji,kenji@chaos.social,mastodon.social,115326998941774579,chaos.social
