id,username,acct,instance,toot_id,server
1020019,ExtinctionR,ExtinctionR@social.rebellion.global,mastodon.social,115308742566302962,social.rebellion.global
112557684348803946,cathrobots,cathrobots@assemblag.es,mastodon.social,115309833411361241,assemblag.es
112778815578214971,georgrestle.bsky.social,georgrestle.bsky.social@bsky.brid.gy,mastodon.social,115310355216723262,bsky.brid.gy
109507987036186726,echo_pbreyer,echo_pbreyer@digitalcourage.social,mastodon.social,115311019434288115,digitalcourage.social
109331840888301852,fernandez,fernandez@troet.cafe,mastodon.social,115310441269033290,troet.cafe
109244847047894222,derpostillon,derpostillon,mastodon.social,115310498566920494,mastodon.social
1273283,fff,fff@chaos.social,mastodon.social,115310833632497571,chaos.social
369027,CCC,CCC@social.bau-ha.us,mastodon.social,115310250578023414,social.bau-ha.us
1029442,MBrandtner,MBrandtner@gruene.social,mastodon.social,115310356488429387,gruene.social
95400,ennopark,ennopark,mastodon.social,115310977237779449,mastodon.social
109431943698994672,khaleesicodes,khaleesicodes@eupolicy.social,mastodon.social,115310920830170346,eupolicy.social
109367043969247802,sarahlehmann,sarahlehmann@troet.cafe,mastodon.social,115310394042874491,troet.cafe
109525359219819296,LisaWesterveld,LisaWesterveld,mastodon.social,115310979741710140,mastodon.social
109261808398154703,VQuaschning,VQuaschning@mastodon.green,mastodon.social,115310513450501741,mastodon.green
56671,LaQuadrature,LaQuadrature@mamot.fr,mastodon.social,115310257929798413,mamot.fr
108227009952951715,DieFurie,DieFurie,mastodon.social,115311055227252212,mastodon.social
521912,oleschri,oleschri@chaos.social,mastodon.social,115311046936777026,chaos.social
108197453610416765,ralphruthe,ralphruthe@troet.cafe,mastodon.social,115310747849748308,troet.cafe
114282089552454573,andiwaffeln,andiwaffeln,mastodon.social,115311006962857805,mastodon.social
109245181913466469,sarahbosetti,sarahbosetti,mastodon.social,115310171163917572,mastodon.social
310886,nothing2hide,nothing2hide@mamot.fr,mastodon.social,115310749823563476,mamot.fr
1409550,bsi,bsi@social.bund.de,mastodon.social,115309971080780735,social.bund.de
50850,phillip,phillip@social.tchncs.de,mastodon.social,115311112271995302,social.tchncs.de
112893668556083934,chpietsch,chpietsch@fedifreu.de,mastodon.social,115310291895363303,fedifreu.de
113045109537181988,politicalbeauty.bsky.social,politicalbeauty.bsky.social@bsky.brid.gy,mastodon.social,115309080012500684,bsky.brid.gy
112569171280748445,AfDVerbotJetzt,AfDVerbotJetzt,mastodon.social,115310124638151621,mastodon.social
492859,GuidoKuehn,GuidoKuehn,mastodon.social,115309569811798672,mastodon.social
1413889,SheDrivesMobility,SheDrivesMobility@norden.social,mastodon.social,115311226514938703,norden.social
113707339677680018,12train,12train,mastodon.social,115311121409202052,mastodon.social
108639,matiu_bidule,matiu_bidule@mamot.fr,mastodon.social,115309617542725024,mamot.fr
113397035317496089,la_voix,la_voix,mastodon.social,115311086546751050,mastodon.social
115022505944789555,1kmadleenfr,1kmadleenfr,mastodon.social,115310533534880363,mastodon.social
115152620083934234,globalsumudflotilla,globalsumudflotilla@mastodon.bida.im,mastodon.social,115311222511265604,mastodon.bida.im
106939921436710900,MeierSchulze,MeierSchulze@norden.social,mastodon.social,115309780847315821,norden.social
108244614752691184,LesRepliques,LesRepliques,mastodon.social,115310825319829276,mastodon.social
106351986313297657,Yaku,Yaku@puntarella.party,mastodon.social,115311168713668912,puntarella.party
108225787327699547,marquito,marquito,mastodon.social,115310635477447533,mastodon.social
109279755572553656,skizzenblog,skizzenblog@mastodon.art,mastodon.social,115310767530472277,mastodon.art
114031351740491172,frollein_redselig,frollein_redselig,mastodon.social,115309820625638858,mastodon.social
109309592069307657,rahmstorf,rahmstorf@fediscience.org,mastodon.social,115310493840482412,fediscience.org
110910813081299978,TwraSun,TwraSun,mastodon.social,115309042835338088,mastodon.social
108447895402755712,kinghaunst,kinghaunst@augsburg.social,mastodon.social,115310619149865101,augsburg.social
113935342418338493,Allinrep,Allinrep@social.spejset.org,mastodon.social,115309298941805243,social.spejset.org
113798215869751559,climatica_coop,climatica_coop,mastodon.social,115309992345169335,mastodon.social
113800042621616844,AnNe71,AnNe71,mastodon.social,115311087646071460,mastodon.social
109251686313383290,chrisstoecker,chrisstoecker,mastodon.social,115310250630900068,mastodon.social
111313662450295183,tombzz,tombzz,mastodon.social,115309772506347891,mastodon.social
108228515727074327,Fischblog,Fischblog@chaos.social,mastodon.social,115310355710793406,chaos.social
106743525983189471,Volksverpetzer,Volksverpetzer@digitalcourage.social,mastodon.social,115309912338441707,digitalcourage.social
109239510282189351,jensclasen,jensclasen,mastodon.social,115309555515631477,mastodon.social
108193576815360512,lespreuh,lespreuh,mastodon.social,115309854622101871,mastodon.social
109258302413518529,FrauNaja,FrauNaja@norden.social,mastodon.social,115310494630626866,norden.social
113606836922111512,nicolediekmann.bsky.social,nicolediekmann.bsky.social@bsky.brid.gy,mastodon.social,115311151666787368,bsky.brid.gy
483791,chaospott,chaospott@chaos.social,mastodon.social,115310135113099347,chaos.social
114116111361374417,KristaPosch,KristaPosch,mastodon.social,115311136975354860,mastodon.social
109352902814296494,AndreasEsch,AndreasEsch@norden.social,mastodon.social,115310569687299511,norden.social
108200226068079738,sonjalemke,sonjalemke@ruhr.social,mastodon.social,115310175709036394,ruhr.social
108136859326220937,kaltmamsell,kaltmamsell@fnordon.de,mastodon.social,115311036638770886,fnordon.de
108221293645539654,astridpoot,astridpoot,mastodon.social,115311032569864106,mastodon.social
111181632951393124,mediapart,mediapart@mediapart.social,mastodon.social,115311157195559852,mediapart.social
109721390932598723,heiseonline,heiseonline@social.heise.de,mastodon.social,115310965577331866,social.heise.de
110792796943567441,praesolgka,praesolgka@bawü.social,mastodon.social,115311214048785218,bawü.social
108194533502614478,paul_denton,paul_denton,mastodon.social,115310029729498628,mastodon.social
109444063753855477,LDH_Fr,LDH_Fr@piaille.fr,mastodon.social,115311066076772184,piaille.fr
109749937688438929,ct_Magazin,ct_Magazin@social.heise.de,mastodon.social,115310844497030857,social.heise.de
111753448116003018,diyin,diyin,mastodon.social,115310717751522327,mastodon.social
110819803243743678,cbouvat,cbouvat,mastodon.social,115311269467772271,mastodon.social
